Parameter,Results,Units,LOQ,Matrix,CAS.No,Dilution,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
Trichloroethene,0.76,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-6,10/03/2013,10/11/2013,14CVCP193K
Vinyl acetate,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-6,10/03/2013,10/11/2013,14CVCP193K
Vinyl Bromide,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-6,10/03/2013,10/11/2013,14CVCP193K
Vinyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-6,10/03/2013,10/11/2013,14CVCP193K
"1,1,1-Trichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,1,2,2-Tetrachloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,1,2-Trichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,1-Dichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,1-Dichloroethene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,2,4-Trichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,2,4-Trimethylbenzene",1.5,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dibromoethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dichloropropane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,3,5-Trimethylbenzene",0.81,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,3-butadiene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,3-Dichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,4-Dichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,4-Dioxane",< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"2,2,4-trimethylpentane",16,ppbV,6,Air,"NA",40,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
4-ethyltoluene,0.4,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Acetone,88,ppbV,12,Air,"NA",40,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Allyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Benzene,2,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Benzyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Bromodichloromethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Bromoform,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Bromomethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Carbon disulfide,6.6,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Carbon tetrachloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Chlorobenzene,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Chloroethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Chloroform,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Chloromethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"cis-1,2-Dichloroethene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"cis-1,3-Dichloropropene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Cyclohexane,59,ppbV,6,Air,"NA",40,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Dibromochloromethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Ethyl acetate,< 0.25,ppbV,0.25,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Ethylbenzene,1.4,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Freon 11,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Freon 113,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Freon 114,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Freon 12,0.47,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Heptane,19,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"Hexachloro-1,3-butadiene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Hexane,56,ppbV,6,Air,"NA",40,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Isopropyl alcohol,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
m&p-Xylene,3.2,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Methyl Butyl Ketone,< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Methyl Ethyl Ketone,< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Methyl Isobutyl Ketone,< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Methyl tert-butyl ether,6.8,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Methylene chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
o-Xylene,1.2,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Propylene,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Styrene,1.6,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Tetrachloroethylene,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Tetrahydrofuran,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Toluene,4.2,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"trans-1,2-Dichloroethene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"trans-1,3-Dichloropropene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Trichloroethene,0.83,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Vinyl acetate,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Vinyl Bromide,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
Vinyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-4,10/03/2013,10/12/2013,14CVCP193K
"1,1,1-Trichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,1,2,2-Tetrachloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,1,2-Trichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,1-Dichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,1-Dichloroethene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,2,4-Trichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,2,4-Trimethylbenzene",1.7,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dibromoethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dichloroethane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,2-Dichloropropane",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,3,5-Trimethylbenzene",1,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,3-butadiene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,3-Dichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,4-Dichlorobenzene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,4-Dioxane",< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"2,2,4-trimethylpentane",19,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
4-ethyltoluene,0.71,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Acetone,210,ppbV,81,Air,"NA",270,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Allyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Benzene,0.9,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Benzyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Bromodichloromethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Bromoform,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Bromomethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Carbon disulfide,0.92,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Carbon tetrachloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Chlorobenzene,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Chloroethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Chloroform,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Chloromethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"cis-1,2-Dichloroethene",0.25,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"cis-1,3-Dichloropropene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Cyclohexane,5.7,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Dibromochloromethane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Ethyl acetate,< 0.25,ppbV,0.25,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Ethylbenzene,1.7,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Freon 11,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Freon 113,0.22,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Freon 114,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Freon 12,0.37,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Heptane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"Hexachloro-1,3-butadiene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Hexane,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Isopropyl alcohol,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
m&p-Xylene,4.5,ppbV,3,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Methyl Butyl Ketone,< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Methyl Ethyl Ketone,4.7,ppbV,3,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Methyl Isobutyl Ketone,< 0.30,ppbV,0.3,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Methyl tert-butyl ether,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Methylene chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
o-Xylene,1.9,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Propylene,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Styrene,2.1,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Tetrachloroethylene,0.36,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Tetrahydrofuran,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Toluene,3.9,ppbV,1.5,Air,"NA",10,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"trans-1,2-Dichloroethene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"trans-1,3-Dichloropropene",< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Trichloroethene,1.4,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Vinyl acetate,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Vinyl Bromide,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
Vinyl chloride,< 0.15,ppbV,0.15,Air,"NA",1,Centek,566 Columbia Street,SG-5,10/03/2013,10/12/2013,14CVCP193K
"1,1,1-Trichloroethane",1.3,ug/m3,0.83,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,1,2,2-Tetrachloroethane",< 1.0,ug/m3,1,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,1,2-Trichloroethane",< 0.83,ug/m3,0.83,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,1-Dichloroethane",< 0.62,ug/m3,0.62,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,1-Dichloroethene",< 0.60,ug/m3,0.6,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,2,4-Trichlorobenzene",< 1.1,ug/m3,1.1,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,2,4-Trimethylbenzene",20,ug/m3,7.5,Air,"NA",10,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,2-Dibromoethane",< 1.2,ug/m3,1.2,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,2-Dichlorobenzene",< 0.92,ug/m3,0.92,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,2-Dichloroethane",< 0.62,ug/m3,0.62,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,2-Dichloropropane",< 0.70,ug/m3,0.7,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,3,5-Trimethylbenzene",3.2,ug/m3,0.75,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,3-butadiene",< 0.34,ug/m3,0.34,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,3-Dichlorobenzene",< 0.92,ug/m3,0.92,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,4-Dichlorobenzene",< 0.92,ug/m3,0.92,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"1,4-Dioxane",< 1.1,ug/m3,1.1,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"2,2,4-trimethylpentane",0.76,ug/m3,0.71,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
4-ethyltoluene,2.6,ug/m3,0.75,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Acetone,96,ug/m3,65,Air,"NA",90,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Allyl chloride,< 0.48,ug/m3,0.48,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Benzene,1.5,ug/m3,0.49,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Benzyl chloride,< 0.88,ug/m3,0.88,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Bromodichloromethane,< 1.0,ug/m3,1,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Bromoform,< 1.6,ug/m3,1.6,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Bromomethane,< 0.59,ug/m3,0.59,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Carbon disulfide,2.6,ug/m3,0.47,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Carbon tetrachloride,< 0.96,ug/m3,0.96,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Chlorobenzene,< 0.70,ug/m3,0.7,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Chloroethane,< 0.40,ug/m3,0.4,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Chloroform,9.5,ug/m3,0.74,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Chloromethane,< 0.31,ug/m3,0.31,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"cis-1,2-Dichloroethene",0.64,ug/m3,0.6,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"cis-1,3-Dichloropropene",< 0.69,ug/m3,0.69,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Cyclohexane,1.4,ug/m3,0.52,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Dibromochloromethane,< 1.3,ug/m3,1.3,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Ethyl acetate,< 0.92,ug/m3,0.92,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Ethylbenzene,6.8,ug/m3,0.66,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Freon 11,2.7,ug/m3,0.86,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Freon 113,< 1.2,ug/m3,1.2,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Freon 114,< 1.1,ug/m3,1.1,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Freon 12,290,ug/m3,70,Air,"NA",90,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Heptane,3.4,ug/m3,0.62,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
"Hexachloro-1,3-butadiene",< 1.6,ug/m3,1.6,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Hexane,< 0.54,ug/m3,0.54,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Isopropyl alcohol,< 0.37,ug/m3,0.37,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
m&p-Xylene,30,ug/m3,13,Air,"NA",10,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Methyl Butyl Ketone,< 1.2,ug/m3,1.2,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Methyl Ethyl Ketone,5.0999999999999996,ug/m3,0.9,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Methyl Isobutyl Ketone,< 1.2,ug/m3,1.2,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Methyl tert-butyl ether,< 0.55,ug/m3,0.55,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Methylene chloride,4.8,ug/m3,0.53,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
o-Xylene,8.3000000000000007,ug/m3,0.66,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Propylene,< 0.26,ug/m3,0.26,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Styrene,1.3,ug/m3,0.65,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Tetrachloroethylene,65,ug/m3,10,Air,"NA",10,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
Tetrahydrofuran,< 0.45,ug/m3,0.45,Air,"NA",1,Centek,242-246 Wallabout Street,SG1,08/19/2011,09/06/2011,12CBCP030K
