CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
109-99-9,* Tetrahydrofuran,NA,ug/m3,1.1,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
108-88-3,Toluene,16,ug/m3,0.73,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,0.77,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,0.88,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
65386,Trichloroethylene,NA,ug/m3,0.26,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
75-69-4,Trichlorofluoromethane (Freon 11),1.6,ug/m3,1.1,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
108-05-4,Vinyl acetate,NA,ug/m3,0.68,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
593-60-2,Vinyl bromide,NA,ug/m3,0.85,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
63923,Vinyl Chloride,NA,ug/m3,0.12,1.942,SV,York,153 Green Street,SV-3,2018-05-24,2018-06-06,19CVCP011K
630-20-6,"* 1,1,1,2-Tetrachloroethane",NA,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,0.92,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,1.3,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,0.92,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.68,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.17,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
95-63-6,"1,2,4-Trimethylbenzene",85,ug/m3,0.83,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,1.3,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,1,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.68,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.78,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
108-67-8,"1,3,5-Trimethylbenzene",18,ug/m3,0.83,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
106-99-0,"1,3-Butadiene",NA,ug/m3,1.1,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,1,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.78,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,1,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
123-91-1,"1,4-Dioxane",NA,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
78-93-3,2-Butanone,2000,ug/m3,9.9,33.64,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
591-78-6,* 2-Hexanone,230,ug/m3,1.4,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
107-05-1,3-Chloropropene,NA,ug/m3,2.6,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,0.69,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
67-64-1,Acetone,1000,ug/m3,8,16.82,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
107-13-1,Acrylonitrile,NA,ug/m3,0.37,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
71-43-2,Benzene,8.9,ug/m3,0.54,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
100-44-7,Benzyl chloride,NA,ug/m3,0.87,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-27-4,Bromodichloromethane,NA,ug/m3,1.1,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-25-2,Bromoform,NA,ug/m3,1.7,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
74-83-9,Bromomethane,NA,ug/m3,0.65,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-15-0,Carbon disulfide,2.8,ug/m3,0.52,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
56-23-5,Carbon tetrachloride,0.63,ug/m3,0.26,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
108-90-7,Chlorobenzene,NA,ug/m3,0.77,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-00-3,Chloroethane,NA,ug/m3,0.44,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
67-66-3,Chloroform,NA,ug/m3,0.82,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
74-87-3,Chloromethane,NA,ug/m3,0.35,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,0.17,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,0.76,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
110-82-7,Cyclohexane,1.3,ug/m3,0.58,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
124-48-1,Dibromochloromethane,NA,ug/m3,1.4,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-71-8,Dichlorodifluoromethane,2.2,ug/m3,0.83,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
141-78-6,* Ethyl acetate,1.8,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
100-41-4,Ethyl Benzene,16,ug/m3,0.73,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
87-68-3,Hexachlorobutadiene,NA,ug/m3,1.8,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
67-63-0,Jsopropanol,0.91,ug/m3,0.83,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
80-62-6,Methyl Methacrylate,NA,ug/m3,0.69,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,0.61,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
64164,Methylene chloride,7.5,ug/m3,1.2,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
142-82-5,n-Heptane,7.8,ug/m3,0.69,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
110-54-3,n-Hexane,13,ug/m3,0.59,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
95-47-6,o-Xylene,26,ug/m3,0.73,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
179601-23-1,p- & m- Xylenes,69,ug/m3,1.5,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
622-96-8,* p-Ethyltoluene,63,ug/m3,0.83,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
115-07-1,* Propylene,120,ug/m3,0.29,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
100-42-5,Styrene,NA,ug/m3,0.72,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
127-18-4,Tetrachloroethylene,2.5,ug/m3,0.29,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
109-99-9,* Tetrahydrofuran,NA,ug/m3,0.99,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
108-88-3,Toluene,18,ug/m3,0.63,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,0.67,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,0.76,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
65386,Trichloroethylene,1.5,ug/m3,0.23,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
75-69-4,Trichlorofluoromethane (Freon 11),2,ug/m3,0.95,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
108-05-4,Vinyl acetate,NA,ug/m3,0.59,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
593-60-2,Vinyl bromide,NA,ug/m3,0.74,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
63923,Vinyl Chloride,NA,ug/m3,0.11,1.682,SV,York,153 Green Street,SV-4,2018-05-24,2018-06-06,19CVCP011K
630-20-6,"* 1,1,1,2-Tetrachloroethane",NA,ug/m3,1.1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,0.91,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,1.1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,1.3,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,0.91,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.68,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.17,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,1.2,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
95-63-6,"1,2,4-Trimethylbenzene",99,ug/m3,0.82,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,1.3,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.68,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.77,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,1.2,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
108-67-8,"1,3,5-Trimethylbenzene",21,ug/m3,0.82,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
106-99-0,"1,3-Butadiene",1.8,ug/m3,1.1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.77,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
123-91-1,"1,4-Dioxane",NA,ug/m3,1.2,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
78-93-3,2-Butanone,1700,ug/m3,4.9,16.75,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
591-78-6,* 2-Hexanone,200,ug/m3,1.4,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
107-05-1,3-Chloropropene,NA,ug/m3,2.6,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,0.69,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
67-64-1,Acetone,230,ug/m3,8,16.75,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
107-13-1,Acrylonitrile,NA,ug/m3,0.36,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
71-43-2,Benzene,2.7,ug/m3,0.54,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
100-44-7,Benzyl chloride,NA,ug/m3,0.87,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-27-4,Bromodichloromethane,NA,ug/m3,1.1,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-25-2,Bromoform,NA,ug/m3,1.7,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
74-83-9,Bromomethane,NA,ug/m3,0.65,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-15-0,Carbon disulfide,2.3,ug/m3,0.52,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
56-23-5,Carbon tetrachloride,NA,ug/m3,0.26,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
108-90-7,Chlorobenzene,NA,ug/m3,0.77,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-00-3,Chloroethane,NA,ug/m3,0.44,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
67-66-3,Chloroform,NA,ug/m3,0.82,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
74-87-3,Chloromethane,0.83,ug/m3,0.35,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,0.17,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,0.76,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
110-82-7,Cyclohexane,NA,ug/m3,0.58,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
124-48-1,Dibromochloromethane,NA,ug/m3,1.4,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-71-8,Dichlorodifluoromethane,2.8,ug/m3,0.83,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
141-78-6,* Ethyl acetate,NA,ug/m3,1.2,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
100-41-4,Ethyl Benzene,20,ug/m3,0.73,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
87-68-3,Hexachlorobutadiene,NA,ug/m3,1.8,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
67-63-0,Jsopropanol,1.5,ug/m3,0.82,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
80-62-6,Methyl Methacrylate,NA,ug/m3,0.69,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,0.6,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
64164,Methylene chloride,NA,ug/m3,1.2,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
142-82-5,n-Heptane,5.6,ug/m3,0.69,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
110-54-3,n-Hexane,6.3,ug/m3,0.59,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
95-47-6,o-Xylene,31,ug/m3,0.73,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
179601-23-1,p- & m- Xylenes,87,ug/m3,1.5,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
622-96-8,* p-Ethyltoluene,74,ug/m3,0.82,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
115-07-1,* Propylene,120,ug/m3,0.29,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
100-42-5,Styrene,NA,ug/m3,0.71,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
127-18-4,Tetrachloroethylene,1.7,ug/m3,0.28,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
109-99-9,* Tetrahydrofuran,NA,ug/m3,0.99,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
108-88-3,Toluene,30,ug/m3,0.63,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,0.66,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,0.76,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
65386,Trichloroethylene,NA,ug/m3,0.23,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
75-69-4,Trichlorofluoromethane (Freon 11),2,ug/m3,0.94,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
108-05-4,Vinyl acetate,NA,ug/m3,0.59,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
593-60-2,Vinyl bromide,NA,ug/m3,0.73,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
63923,Vinyl Chloride,NA,ug/m3,0.11,1.675,SV,York,153 Green Street,SV-5,2018-05-24,2018-06-06,19CVCP011K
630-20-6,"* 1,1,1,2-Tetrachloroethane",NA,ug/m3,0.7,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,0.55,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,0.7,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,0.78,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,0.55,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.41,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.4,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,0.75,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
95-63-6,"1,2,4-Trimethylbenzene",3,ug/m3,0.5,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,0.78,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,0.61,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.41,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.47,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,0.71,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
108-67-8,"1,3,5-Trimethylbenzene",0.9,ug/m3,0.5,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
106-99-0,"1,3-Butadiene",42,ug/m3,0.44,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,0.61,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.47,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
106-46-7,"1,4-Dichlorobenzene",0.61,ug/m3,0.61,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
123-91-1,"1,4-Dioxane",NA,ug/m3,0.37,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
78-93-3,2-Butanone,5.9,ug/m3,0.3,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
591-78-6,* 2-Hexanone,NA,ug/m3,0.83,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
107-05-1,* 3-Chloropropene,NA,ug/m3,0.32,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,0.42,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
67-64-1,Acetone,56,ug/m3,0.24,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
107-13-1,* Acrylonitrile,NA,ug/m3,0.22,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
71-43-2,Benzene,9.6,ug/m3,0.32,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
100-44-7,Benzyl chloride,NA,ug/m3,0.53,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-27-4,Bromodichloromethane,NA,ug/m3,0.63,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-25-2,Bromoform,NA,ug/m3,1,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
74-83-9,Bromomethane,NA,ug/m3,0.39,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-15-0,Carbon disulfide,1.9,ug/m3,0.32,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
56-23-5,Carbon tetrachloride,0.96,ug/m3,0.16,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
108-90-7,Chlorobenzene,NA,ug/m3,0.47,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-00-3,Chloroethane,NA,ug/m3,0.27,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
67-66-3,Chloroform,82,ug/m3,0.5,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
74-87-3,Chloromethane,2.5,ug/m3,0.21,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,0.4,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,0.46,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
110-82-7,Cyclohexane,6.7,ug/m3,0.35,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
124-48-1,Dibromochloromethane,NA,ug/m3,0.81,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
75-71-8,Dichlorodifluoromethane,2.6,ug/m3,0.5,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
141-78-6,* Ethyl acetate,NA,ug/m3,0.73,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
100-41-4,Ethyl Benzene,3.2,ug/m3,0.44,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
87-68-3,Hexachlorobutadiene,NA,ug/m3,1.1,1.0144,SV,York,1520 Fulton Street,SV-4,2015-03-26,2015-04-02,15CVCP142K
