street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ug_m3_results,ug_m3_rl
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,4-Ethyltoluene,ND,0.2,ND,0.983
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,"1,3,5-Trimethylbenzene",ND,0.2,ND,0.983
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,"1,2,4-Trimethylbenzene",ND,0.2,ND,0.983
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,Benzyl chloride,ND,0.2,ND,1.04
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,"1,3-Dichlorobenzene",ND,0.2,ND,1.2
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,"1,4-Dichlorobenzene",ND,0.2,ND,1.2
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dichlorobenzene",ND,0.2,ND,1.2
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.2,ND,1.48
Greenpoint Landing G1,Alpha Analytical,Yes,G1-AA01,2014-08-21,2014-08-23T00:00:00Z,Hexachlorobutadiene,ND,0.2,ND,2.13
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Dichlorodifluoromethane,ND,1,ND,4.94
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Chloromethane,ND,1,ND,2.07
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Freon-114,ND,1,ND,6.99
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Vinyl chloride,ND,1,ND,2.56
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,3-Butadiene",3.95,1,8.74,2.21
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Bromomethane,ND,1,ND,3.88
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Chloroethane,ND,1,ND,2.64
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Ethanol,18.1,12.5,34.1,23.6
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Vinyl bromide,ND,1,ND,4.37
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Acetone,73.6,5,175,11.9
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Trichlorofluoromethane,ND,1,ND,5.62
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Isopropanol,ND,2.5,ND,6.15
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,1-Dichloroethene",ND,1,ND,3.96
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Tertiary butyl Alcohol,3.7,2.5,11.2,7.58
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Methylene chloride,ND,2.5,ND,8.69
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,3-Chloropropene,ND,1,ND,3.13
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Carbon disulfide,12.8,1,39.9,3.11
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Freon-113,ND,1,ND,7.66
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"trans-1,2-Dichloroethene",ND,1,ND,3.96
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,1-Dichloroethane",ND,1,ND,4.05
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Methyl tert butyl ether,ND,1,ND,3.61
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,2-Butanone,9.98,1,29.4,2.95
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"cis-1,2-Dichloroethene",ND,1,ND,3.96
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Ethyl Acetate,ND,2.5,ND,9.01
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Chloroform,ND,1,ND,4.88
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Tetrahydrofuran,ND,1,ND,2.95
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,2-Dichloroethane",ND,1,ND,4.05
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,n-Hexane,39.9,1,141,3.52
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,1,1-Trichloroethane",ND,1,ND,5.46
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Benzene,2.44,1,7.8,3.19
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Carbon tetrachloride,ND,1,ND,6.29
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Cyclohexane,18.1,1,62.3,3.44
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,2-Dichloropropane",ND,1,ND,4.62
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Bromodichloromethane,ND,1,ND,6.7
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,4-Dioxane",ND,1,ND,3.6
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Trichloroethene,ND,1,ND,5.37
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"2,2,4-Trimethylpentane",ND,1,ND,4.67
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Heptane,12.4,1,50.8,4.1
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"cis-1,3-Dichloropropene",ND,1,ND,4.54
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,4-Methyl-2-pentanone,ND,1,ND,4.1
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"trans-1,3-Dichloropropene",ND,1,ND,4.54
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,1,2-Trichloroethane",ND,1,ND,5.46
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Toluene,8.92,1,33.6,3.77
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,2-Hexanone,2.68,1,11,4.1
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Dibromochloromethane,ND,1,ND,8.52
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,2-Dibromoethane",ND,1,ND,7.69
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Tetrachloroethene,ND,1,ND,6.78
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Chlorobenzene,ND,1,ND,4.61
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Ethylbenzene,3.46,1,15,4.34
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,p/m-Xylene,15.3,2,66.5,8.69
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Bromoform,ND,1,ND,10.3
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Styrene,23.5,1,100,4.26
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,1,ND,6.87
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,o-Xylene,6.42,1,27.9,4.34
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,4-Ethyltoluene,2.26,1,11.1,4.92
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,3,5-Trimethylbenzene",2.65,1,13,4.92
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,2,4-Trimethylbenzene",9.78,1,48.1,4.92
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Benzyl chloride,ND,1,ND,5.18
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,3-Dichlorobenzene",ND,1,ND,6.01
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,4-Dichlorobenzene",ND,1,ND,6.01
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,2-Dichlorobenzene",ND,1,ND,6.01
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,"1,2,4-Trichlorobenzene",ND,1,ND,7.42
Greenpoint Landing G1,Alpha Analytical,Yes,G1-SVDUP,2014-08-21,2014-08-26T00:00:00Z,Hexachlorobutadiene,ND,1,ND,10.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Dichlorodifluoromethane,ND,2,ND,9.89
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Chloromethane,ND,2,ND,4.13
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Freon-114,ND,2,ND,14
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Vinyl chloride,ND,2,ND,5.11
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,3-Butadiene",ND,2,ND,4.42
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Bromomethane,ND,2,ND,7.77
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Chloroethane,ND,2,ND,5.28
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Ethanol,2680,25,5050,47.1
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Vinyl bromide,ND,2,ND,8.74
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Acetone,186,10,442,23.8
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Trichlorofluoromethane,ND,2,ND,11.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Isopropanol,884,5,2170,12.3
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,1-Dichloroethene",ND,2,ND,7.93
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Tertiary butyl Alcohol,ND,5,ND,15.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Methylene chloride,ND,5,ND,17.4
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,3-Chloropropene,ND,2,ND,6.26
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Carbon disulfide,27.7,2,86.3,6.23
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Freon-113,ND,2,ND,15.3
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"trans-1,2-Dichloroethene",ND,2,ND,7.93
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,1-Dichloroethane",ND,2,ND,8.09
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Methyl tert butyl ether,ND,2,ND,7.21
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,2-Butanone,32.2,2,95,5.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"cis-1,2-Dichloroethene",ND,2,ND,7.93
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Ethyl Acetate,ND,5,ND,18
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Chloroform,ND,2,ND,9.77
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Tetrahydrofuran,25.4,2,74.9,5.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dichloroethane",ND,2,ND,8.09
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,n-Hexane,29.2,2,103,7.05
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,1,1-Trichloroethane",ND,2,ND,10.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Benzene,4.87,2,15.6,6.39
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Carbon tetrachloride,ND,2,ND,12.6
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Cyclohexane,17.2,2,59.2,6.88
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dichloropropane",ND,2,ND,9.24
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Bromodichloromethane,ND,2,ND,13.4
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,4-Dioxane",ND,2,ND,7.21
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Trichloroethene,ND,2,ND,10.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"2,2,4-Trimethylpentane",ND,2,ND,9.34
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Heptane,7.85,2,32.2,8.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"cis-1,3-Dichloropropene",ND,2,ND,9.08
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,4-Methyl-2-pentanone,ND,2,ND,8.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"trans-1,3-Dichloropropene",ND,2,ND,9.08
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,1,2-Trichloroethane",ND,2,ND,10.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Toluene,39.9,2,150,7.54
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,2-Hexanone,ND,2,ND,8.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Dibromochloromethane,ND,2,ND,17
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dibromoethane",ND,2,ND,15.4
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Tetrachloroethene,ND,2,ND,13.6
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Chlorobenzene,ND,2,ND,9.21
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Ethylbenzene,2.86,2,12.4,8.69
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,p/m-Xylene,10.4,4,45.2,17.4
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Bromoform,ND,2,ND,20.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Styrene,ND,2,ND,8.52
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,2,ND,13.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,o-Xylene,4.24,2,18.4,8.69
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,4-Ethyltoluene,ND,2,ND,9.83
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,3,5-Trimethylbenzene",ND,2,ND,9.83
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,2,4-Trimethylbenzene",2.47,2,12.1,9.83
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Benzyl chloride,ND,2,ND,10.4
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,3-Dichlorobenzene",9.69,2,58.3,12
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,4-Dichlorobenzene",ND,2,ND,12
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dichlorobenzene",ND,2,ND,12
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,"1,2,4-Trichlorobenzene",ND,2,ND,14.8
Greenpoint Landing G1,Alpha Analytical,Yes,SV-19,2014-08-21,2014-08-23T00:00:00Z,Hexachlorobutadiene,ND,2,ND,21.3
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Dichlorodifluoromethane,ND,1,ND,4.94
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Chloromethane,ND,1,ND,2.07
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Freon-114,ND,1,ND,6.99
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Vinyl chloride,ND,1,ND,2.56
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,3-Butadiene",4.27,1,9.45,2.21
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Bromomethane,ND,1,ND,3.88
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Chloroethane,ND,1,ND,2.64
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Ethanol,16.9,12.5,31.8,23.6
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Vinyl bromide,ND,1,ND,4.37
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Acetone,85,5,202,11.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Trichlorofluoromethane,ND,1,ND,5.62
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Isopropanol,2.71,2.5,6.66,6.15
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,1-Dichloroethene",ND,1,ND,3.96
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Tertiary butyl Alcohol,3.9,2.5,11.8,7.58
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Methylene chloride,ND,2.5,ND,8.69
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,3-Chloropropene,ND,1,ND,3.13
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Carbon disulfide,13.6,1,42.4,3.11
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Freon-113,ND,1,ND,7.66
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"trans-1,2-Dichloroethene",ND,1,ND,3.96
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,1-Dichloroethane",ND,1,ND,4.05
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Methyl tert butyl ether,ND,1,ND,3.61
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,2-Butanone,10.2,1,30.1,2.95
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"cis-1,2-Dichloroethene",ND,1,ND,3.96
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Ethyl Acetate,ND,2.5,ND,9.01
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Chloroform,ND,1,ND,4.88
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Tetrahydrofuran,ND,1,ND,2.95
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dichloroethane",ND,1,ND,4.05
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,n-Hexane,42.1,1,148,3.52
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,1,1-Trichloroethane",ND,1,ND,5.46
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Benzene,2.62,1,8.37,3.19
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Carbon tetrachloride,ND,1,ND,6.29
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Cyclohexane,19,1,65.4,3.44
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dichloropropane",ND,1,ND,4.62
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Bromodichloromethane,ND,1,ND,6.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,4-Dioxane",ND,1,ND,3.6
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Trichloroethene,ND,1,ND,5.37
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"2,2,4-Trimethylpentane",ND,1,ND,4.67
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Heptane,12.9,1,52.9,4.1
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"cis-1,3-Dichloropropene",ND,1,ND,4.54
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,4-Methyl-2-pentanone,ND,1,ND,4.1
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"trans-1,3-Dichloropropene",ND,1,ND,4.54
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,1,2-Trichloroethane",ND,1,ND,5.46
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Toluene,8.9,1,33.5,3.77
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,2-Hexanone,3.2,1,13.1,4.1
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,Dibromochloromethane,ND,1,ND,8.52
Greenpoint Landing G1,Alpha Analytical,Yes,SV-20,2014-08-21,2014-08-23T00:00:00Z,"1,2-Dibromoethane",ND,1,ND,7.69
